,Noragami,,"KH
Lulu",Exp,Yes | No,"Lulu is Exp + dub.
sergey+Kametsu subs (mashup of FFF and BDY)
KH is on AB. Inlcudes BDY in addition to Kametsu subs.",
,"Now and Then, Here and There","Ima, Soko ni Iru Boku",sam,,No,sam is km+CTR subs (Modified G_P),
,Nozoki Ana,,SCY,,No,,
,Null Peta,,,anorak (WEB),No,,
,Nyanko Days,,EXP,,No,EXP is Beatrice+SmugCat,https://slow.pics/c/r8LnlLjf
,O Maidens in Your Savage Season,Araburu Kisetsu no Otome-domo yo.,WSE,GSK_kun,Yes | No,WSE is GSK_kun with dual audio,
,Occultic;Nine,,Chimera,,No,Chimera is Beatrice+WhyNot/HS,
,Odd Taxi,ODDTAXI,MTBB (WEB),,No,,
,One Piece,,S1-S6: ZOIO,S1-S4: A&C,No,"ZOIO is SOFCJ+leorio1009. A&C is own encode+leorio.
A&C has less artifacting but also much less detail. ",
,One Punch Man,,S1: Arid,"S1: 0x539
S2: LostYears (WEB)",Yes ,"Arid is Yousei+0x539. 0x539 uses Beatrice.
S2 has no good BD encodes, apart from the 2 volumes GJM released.
LY is GJM with dual audio.",S1: https://slow.pics/c/crNmb5FE
,One Room,,S1: Beatrice+(?),S3: notcrunchy (WEB),No,,
,One Week Friends,Isshuukan Friends.,Mysteria ,GS,No,,
,OniAi,"Onii-chan Dakedo Ai Sae Areba 
Kankei Nai yo ne!",YURI,,No,YURI is sergey+Farfie,
,"Oniichan no Koto nanka Zenzen Suki ja 
Naindakara ne!!",Because I Don't Like My Big Brother At All--!!,Drag,,No,Drag is sergey+Doki,
,Ooya-san wa Shishunki!,,Drag,,No,Drag is Akatomba+Glue,
,Orange,,MK,,Yes,,
,Oreshura ,"Ore no Kanojo to Osananajimi 
ga Shuraba Sugiru",CBT,,No,,
,ORESUKI: Are you the only one who loves me?,Ore wo Suki nano wa Omae dake ka yo,CBT,,No,,
,Otaku no Video,,RMX,,No,RMX is Kagura+Anonymoose,
,Otherside Picnic,Urasekai Picnic,Commie,,No,,
,Our love has always been 10 centimeters apart.,Itsudatte Bokura no Koi wa 10cm datta,Yuki,,No,,
,Outbreak Company,,Datte13,,Yes,Datte13 is sergey+LNS,https://slow.pics/c/iHH5gM6O
,Overlord,,"S1: OZR
S2: karios
S3: NH
Specials: neko-kBaraka","S2: neko-kBaraka
S3: neko-kBaraka
",Yes | No,"OZR is Beatrice+Hi10 (modified LNS) and SallySubs
karios/NH is neko-kBaraka with dual audio",https://slow.pics/c/Ztn7Kylx
,Pandora Hearts,,sam,,No,sam is UQW+EC/Hatsuyuki/E-D/R1,
,Panty & Stocking with Garterbelt,,Zweeflol,Underwater,Yes,Zweeflol is Underwater with FLAC,https://slow.pics/c/jUgLoDav
,Panzer World Galient,Kikou Kai Galient,Inka-Subs,,No,Uses nonfilter raws. Use BDMV if available. ,
,Paradise Kiss,,Beatrice-Raws,,No,,
,Paranoia Agent,Mousou Dairin,GB,,Yes,,
,Parasyte -the maxim- ,Kiseijuu - Sei no Kakuritsu,MK-Pn8,,Yes,,
,Penguindrum,Mawaru Penguindrum,CTR,,Yes,CTR is Kagura+gg,
,Persona 4 the Golden Animation,,,orz,No,,
,Persona 5,,ZECHS,,Yes,ZECHS is VCB+Commie,https://slow.pics/c/P7ZZ13XO
,Peter Grill and the Philosopher's Time,Peter Grill to Kenja no Jikan,LostYears (WEB),Z4ST1N (WEB),Yes | No,LY is zastin with dual audio. Uncensored.,
,Photokano,,FFF,,No,,
,Photon: The Idiot Adventures,Photon,GRAINY,Kuraze,No,GRAINY is km with niizk subs,
,Ping Pong the Animation,,SCY,,Yes,,
,Pingu in the City,,SoLCE ,,No,,
,Pipopapo Patrol-kun,Pi Po Pa Po Patrol,Inka-Subs,,No,,
,Planet With,,Holomux,,No,Holomux (AB) is Beatrice+Tap24,
,Planetarian: The Reverie of a Little Planet,Planetarian: Chiisana Hoshi no Yume,Kametsu,Chimera,Yes | No,,
,Planetes,,UDF,,Yes,UDF is HQR+Kametsu/OZC,
,Plastic Memories,,UDF,,No,This has basically all the subs,https://slow.pics/c/wqRRDYG3
,Please tell me! Galko-chan ,Oshiete! Galko-chan,Datte13,,No,Datte13 is Beatrice+Akiteck,
,Poco's Udon World,Udon no Kuni no Kiniro Kemari,aro,,No,Beatrice+HS,
,Pokémon Origins,Pocket Monsters: The Origin,SCY,,Yes,,
,Pokemon: Twilight Wings,Hakumei no Tsubasa,SoY (WEB),Some-Stuffs (WEB),Yes | No,SoY is SS with dual audio,
,Pop Team Epic,Poputepipikku,SCP-2223,,No,SCP is Beatrice+CR,
,Pretty Boy Detective Club,Bishounen Tanteidan,Commie (WEB),,No,,
,Princess Connect! Re:Dive,PriConne,Truck'd (WEB),,No,"they finally did it, thx Light and Scrad",
,Princess Lover!,,,BobP,No,BobP is Salender+Seto-Otaku (ANBU/Hitode/Chihiro),https://slow.pics/c/uvlA47JS
,Princess Principal,,Beatrice+Cait-Sidhe,,Yes,,https://slow.pics/c/iV4xwy3E
,Prison School,Kangoku Gakuen,Mysteria,,Yes,Mysteria is Beatrice+Chihiro,https://slow.pics/c/JYE8fKzL
,"Problem Children Are Coming From 
Another World, Aren't They?","Mondaiji-tachi ga Isekai kara 
Kuru Sou Desu yo?",RASETSU,,Yes,,
,Psychic Wars,Soujuu Senshi Psychic Wars,Beatrice,,No,,
,Psycho-Pass,,"1,2: SCY",3: Mysteria,Yes | No,,
,Puella Magi Madoka Magica,Mahou Shoujo Madoka☆Magica,,"Yuki
YURI",Yes,"Yuki is ITBDRemux. YURI is Yousei+Meguca. Good ITBD encode when?
ITBD has more detail but bad aliasing.",https://slow.pics/c/PwzyKYj2
,Pui Pui Molcar,,,CarsPlease (WEB),No,,
,Pupa,,coldhell,,No,ProTip- Don't watch this show if you value your sanity,https://slow.pics/c/iZK8IvUN
,Qualidea Code,,Anonymous,DTTM,No,Anonymous is Beatrice+KOTEX,
,Radiant,,KAN3D2M (WEB),,No,AB/BHD/BLU,
,RahXephon,,sam,km,No,sam is UQW+OZC,https://slow.pics/c/TguLCHyF
,Rail Wars!,,YURI,,No,YURI is Beatrice+FFF,
,Rain Boy,,Orphan,,Yes,,
,Rainbow,Rainbow: Nisha Rokubou no Shichinin,BDRemux+frozen,Gao,No,Gao is Erupii+frozen,
,Ranma ½,,BBT-RMX,,No,BBT-RMX is Kagura+Doki/grimf,https://slow.pics/c/K6GHQXyx
,Rascal Does Not Dream of Bunny Girl Senpai ,"Seishun Buta Yarou wa Bunny Girl 
Senpai no Yume wo Minai",0x539,Arid,No,"Arid is neko+0x539. 0x uses Beatrice which has slightly better lines but other
compression artifacts. ","https://slow.pics/c/Rdc5FkH3
https://slow.pics/c/E6yGwAHf"
,Re-Kan!,,Laidback,,No,,https://slow.pics/c/Ixe13BUM
,Re:CREATORS,,Dragon-Releases,,No,,
,Re:ZERO -Starting Life in Another World- ,Re:Zero kara Hajimeru Isekai Seikatsu,"S1, OVA: SCY
S2P1: OZR","S1 DC: OZR
Break Time: BlurayDesuYo",Yes | No,OZR is Raws-Maji+DDY/CR for S2 and Beatrice+Astral for DC.,S2P2: https://slow.pics/c/zvyzXv6X
,Real Girl,3D Kanojo: Real Girl,,Asakura,No,,
,"Recently, my sister is unusual.","Saikin, Imouto no Yousu ga 
Chotto Okashiinda ga.",Exp,,No,Exp is sergey+Doutei,https://slow.pics/c/NmRYwXDl
,Record of Grancrest War,Grancrest Senki,CBT,,No,,
,Record of Lodoss War,Lodoss-tou Senki,Iznjie Biznjie,,Yes,,https://slow.pics/c/TenDD7ZW
,Recovery of an MMO Junkie,Net-juu no Susume,KH,Asakura,Yes | No,,
,ReLIFE,,Mysteria,,Yes,Mysteria is Beatrice+FFF(Astral edit),
,Renkin San-kyuu Magical? Pokaan,,Tsundere,,No,Tsundere is Yousei+modified Kotomi,
,Rent a Girlfriend,"Kanojo, Okarishimasu",,ShowY (WEB),No,,
,Restaurant to Another World,Isekai Shokudou,S1: sam,S1: RedKite,No,sam is own encode+RedKite,
,Revolutionary Girl Utena,Shoujo Kakumei Utena,Lisata598,,No,Lisata598 is Chyrka+GrimRipper,
,Rifle is Beautiful,,NH,Raws-Maji,Yes | No,NH is Raws-Maji with dual audio,
,Rio: Rainbow Gate!,,RASETSU,,Yes,,
,Robot Carnival,,Beatrice-Raws,,No,,
,Robotics;Notes,,Yousei+deanzel,deanzel,Yes,,https://slow.pics/c/eEtTa9xE
,Rokka: Braves of the Six Flowers,Rokka no Yuusha,sam,CTR,No | Yes,sam is Beatrice+CTR. CTR is neko+Glue/FFF/Dragon,
,"Ronja, the Robber's Daughter",Sanzoku no Musume Ronja ,,SCP-2223,No,,
,Room Camp,Heya Camp△,"Pog42
SP: Asenshi",Tensai,No,,https://slow.pics/c/OMD1l2LA
,Rosario + Vampire,Rosario to Vampire,Exp,,No,,
,Rose of Versailles ,Versailles no Bara,Kagura+Dekinai subs,"Amurrica
Dekinai",No,Needs some more peeping. Amurrica is Kagura encode so probably the best.,
,Rumbling Hearts,Kimi ga Nozomu Eien,RG Genshiken + KAA subs,KAA,No,,
,Run with the Wind,Kaze ga Tsuyoku Fuiteiru,P9-Yuki,,Yes,P9-Yuki is Seicher+modified Okay/official subs,
,Ruroni Kenshin,,"SOFCJ+Hoj v2 subs
OVA","D-YFI
SP: VCB",No,hoj subs need major retiming for sofcj. will be worth it though. ,
,Saekano: How to Raise a Boring Girlfriend,Saenai Heroine no Sodatekata,Mysteria ,,No,,
,Saga of Tanya the Evil,Youjo Senki,,D3,Yes,D3 is BDRemux with Hafu/LY. No good encodes.,
,Sagrada Reset,Sakurada Reset,GSK_kun,,No,,
,Sakura Quest,,ARC,,No,,
,Samurai Champloo,,Arid,,Yes,,
,Samurai Flamenco,,,Commie,No,,
,Sankarea,,MC,Kagura+Eveyuu,No,,
,Sarazanmai,,,Asenshi,No,,
,Sasami-san@Ganbaranai,,Drag,,No,Drag is Yousei+FFF/Commie,
,School Days,,YURI,,No,,
,School-Live,Gakkou Gurashi! ,Kametsu,FFF,Yes | No,Kametsu is FFF with dual audio. Uses Vivid.,
,"Science Fell in Love, So I Tried to Prove It",Rikei ga Koi ni Ochita no de Shoumei shitemita.,TTGA,,Yes,,
,Scum's Wish,Kuzu no Honkai,MK,,Yes,Beatrice-raws video with edited Commie subs.,https://slow.pics/c/wfxtomxY
,See Me After Class,Asa Made Jugyou Chu!,SCY,,No,( ͡° ͜ʖ ͡°),
,Seiren,,Hot,,No,Hot is Beatrice+GJM,
,Seitokai Yakuindomo,,sergey + B-Bass,,No,,https://slow.pics/c/GeD1beKF
,Senryu Girl,Senryuu Shoujo,,NH,Yes,NH is UCCUSS+GJM,
,Senyuu,,Final8,,No,,
,Seraph of the End: Vampire Reign,Owari no Seraph,"Kametsu
Specials: Beatrice+(?)
OVA: Kametsu",,"Yes
Specials, OVA: No",,
,Serial Experiments Lain,,,Chotab,Yes,,https://slow.pics/c/6jRdIRPn
,Servant x Service,,BBT-RMX,,No,BBT-RMX is Tsukuyo+Commie,https://slow.pics/c/sT8CcWd8
,Seven Mortal Sins,sin: Nanatsu no Taizai,AOmundson,,Yes,,
,Shadows House,,,LostYears (WEB),Yes,LY is Arid with dual audio. Aergia-Raws+Sootery.,
,Shaman King (2001),,"SOFCJ-utsubyou
Specials: peachflavored",,No,,
,Shamanic Princess,,,Soldado,Yes,,
,Shelter,,MCLR,Beatrice-Harunatsu,No,MCLR just has an extra Moby subs track,
,Shiki,,AOmundson,,Yes,Dual audio remux of mawen1250 + Coalgirls,
,"SHIMONETA: A Boring World Where the Concept 
of Dirty Jokes Doesn't Exist","Shimoneta to Iu Gainen ga Sonzai Shinai 
Taikutsu na Sekai",YURI,,Yes,YURI is Beatrice+SallySubs,
,Shirobako,,,KH,Yes,"KH is CTR with dual audio which is sergey+LNS. Has scenebleeds.
",https://slow.pics/c/so5YgoJL
,Shomin Sample,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" 
Toshite Gets♥Sareta Ken",KH,,Yes,KH is Beatrice+&,https://slow.pics/c/jrrLX1Rw
,Shonen Maid,Shounen Maid,CyC,,Yes,CyC is VCB+Merchant,
,Shouwa Genroku Rakugo Shinjuu,,"S1: Dekinai
S2: SCY-kBaraka","S1: FMA1394
",No,"Dekinai uses VCB video and edited Hi10 subs. Not on nyaa. Use XDCC/PT. 
Alternatively grab this release which has Dekinai just with lossy audio.",https://slow.pics/c/fz5ZnNw7
,Show By Rock!!,,S1: Cait-Sidhe,,No,,
,Silver Spoon,Gin no Saji,sam,,No,sam is own encode+Commie/Hatsuyuki,
,Simoun,,Anonymous,,No,Anon is km+Simoun-Fans/jackoneill. On AB under (jackoneill),
,Sing Yesterday for Me,Yesterday wo Uttate,,Pao,No,Need peeping,
,Sirius the Jaeger ,,Exp,,No,,
,SK8 the Infinity,SK∞,Commie,LostYears (WEB),Yes,LostYears is Commie (WEB) with dual audio,
,Skip Beat!,,sam,,Yes,sam is own encode+ParanDark/R1,
,Slam Dunk,,BBT-RMX,,No ,BBT-RMX is Kagura+edited ANF,
,Slow Start,,CsRmX,Pog42,No,"CsRmX is on AB, mux of 9volt subs with Beatrice-raws. ",
,Snickers x Dr Stone - Sekikashita Kusanagi,,Butter,,No,based,
,Snow White with the Red Hair,Akagami no Shirayuki-hime,"CTR
OVA: CyC",,"Yes
OVA: No",Beatrice+GJM,
,"So, I Can't Play H!","Dakara Boku wa, H ga Dekinai.",YURI,,No,YURI is Salender+FFF,
,Somali and the Forest Spirit,Somali to Mori no Kamisama,Exp,Obelix ,No,"Look at comps and decide whichever one you prefer, both are pretty close.",https://slow.pics/c/SEV7EWOi
,Soul Eater,,,NH,Yes,"NH is Yousei+AllHailExcalibur, Coalgirls",
,Soul Eater NOT!,,YURI,,Yes,YURI is frost+BDY,https://slow.pics/c/os8tiSc4
,Sound! Euphonium,Hibike! Euphonium,Arid,,No,Arid is sergey+modified ToishY/Kantai,https://slow.pics/c/ewFHF8wa
,Sound of the Sky,Sora no Woto,,Zurako,No,no good encodes,
,Space Brothers,Uchuu Kyoudai,Dekinai,Commie,No,A.I.R.nesSub with Commie and HS,
,Space Dandy,Space☆Dandy,CTR,,Yes,,
,Space Patrol Luluco,Uchuu Patrol Luluco,JoeYates,GJM,No,Untagged on AB. Akatomba+GJM,https://slow.pics/c/HF5vsNJo
,Spice and Wolf,Ookami to Koushinryou,"WSE
SP: Holomux",MTBB,"WSE: Yes
No","WSE is Beatrice + MTBB, uses an inferior OP translation
Holomux is VCB + Yabai",
,SSSS.Dynazenon,,,Pizza (WEB),No,,
,SSSS.Gridman,,KH,GSK_kun,Yes | No,Seicher+GJM,
,Star Blazers,Uchuu Senkan Yamato,S1: drakin,CentralAnime,No,drakin is Kagura+CA,
,Star Blazers 2199,Uchuu Senkan Yamato 2199,S1: sam,S1: Femme,Yes | No,sam is Kagura+Femme/Official,
,Steins;Gate ,,hydes,Arid,Yes,Arid is Beatrice+WhyNot/deanzel,https://slow.pics/c/cPomRUEC
,Steins;Gate 0,,Arid,WSE,Yes,WSE (AB) and Arid are Kawaiika+LY with Astral edits,
,"Stella Women's Academy, 
High School Division Class C³",Stella Jogakuin Koutou-ka C³-bu,Bolshevik,,No,Bolshevik is Yousei+Commie,
,Strawberry Marshmallow,Ichigo Mashimaro,grimf,,No,BD is a horrible QTEC upscale,
,Strawberry Panic!,,U2-Rip+(?) subs,KgOlve,No,,
,Strike the Blood,,"S1: Beatrice+FFF/Chihiro
Valkyria: Beatrice+Harunatsu
S2: ASE+Hatsuyuki-Kaitou
S3: Beatrice+Judas
Kieta Seisou-hen: Thighs
S4: Scrad pls","S1: FFF/Chihiro
Valkyria: Harunatsu
S2: Hatsuyuki-Kaitou
S3: 404

",No,ASE is on U2,
,Strike Witches,,S2: Quetzal,Berlin:92 Impatient Eilas (WEB),Yes,,
,Sunday Without God,Kamisama no Inai Nichiyoubi,YURI,,Yes,YURI is Yousei+FFF,
,Super Cub,,,Pasta (WEB),No,,
,Super High Speed Galvion,Chou Kousoku Galvion,Inka-Subs,,No,,
,Suzuka,,km+(?) subs,,No,,https://slow.pics/c/yDaS5xwu
,Sweet Blue Flowers,Aoi Hana,Chimera,Commie,No,,
,Sword Art Online,,"S1,S2, Extra: KH
Alicization: Mysteria
Alicization WoU: Lulu","Alicization WoU: Mysteria
Alicization WoU P2: MTBB",Yes | No,"KH is Beatrice+freeka
Mysteria is neko+MTBB",
,Sword Art Online Alternative: Gun Gale Online,,Arid,9volt,Yes | No,Arid is 9volt with dual audio. Uses Beatrice.,
,Symphogear,Senki Zesshou Symphogear,"S1, G, GX: CTR
AXZ: Brrrrrrr
XV: YameteTomete","S1, G: KnK+CTR
XV: Crow",No,"CTR is Beatrice+Commie
Brrrrrrr and Crow are Raws-Maji+YameteTomete",
,Taboo Tattoo,,Chihiro,,No,,
,Tada Never Falls In Love,Tada-kun wa Koi wo Shinai,Mysteria,,No,,
,Takunomi.,,Drag,,Yes,,
,Tamako Market,,YURI,,Yes,YURI is Beatrice+Commie/Mazui,
,Tamayomi,,Chintu,,No,,
,Tamayura,,,"S2,S3: Nishi-Taku
OVA: Zurako",No,No good encode for the OVA.,https://slow.pics/c/rUEeQChz
,Tanaka-kun is Always Listless,Tanaka-kun wa Itsumo Kedaruge ,Kametsu,GJM,Yes | No,,
,Tari Tari,,,-__-',No,Has Commie and Underwater subs. OVA is borked.,
,Teasing Master Takagi-san,Karakai Jouzu no Takagi-san,"S1: KH
OVA: Aeenald",S1: Asakura,Yes | No,,
,Tekkaman Blade,Uchuu no Kishi Tekkaman Blade,"S1+OVA: Beatrice
S2: BDMV",,No,,
,Tengen Toppa Gurren Lagann,,,Tsundere,No,,https://slow.pics/c/zZJk7554
,Tenkuu Danzai Skelter+Heaven,,"SkelterSubs=ButterFS-SMCSubs-
LCE-PAS-0x539-HRI-Kaleido-Kantai-
Sodra-Chyuu-TSCamp-Obelix-
NiceBoat-NSHS",,No,It is what it is,
,Terra e... ,,sam,,No,sam is Eclatax+G_P,
,Terra Formars,,Kametsu,OVA: display★none(?),Yes,,
,Terror in Resonance,Zankyou no Terror,Arid,Kametsu,Yes,Arid is Akatomba+Kametsu. Kametsu uses philosophy.,https://slow.pics/c/aiaFag1w
,Tetsujin 28 (2004),Tetsujin 28-gou,Pizza,,No,,
,Texhnolyze,,ARC,Pariah,No,ARC is Urotsuki+KAA,
,That Time I Got Reincarnated as a Slime,Tensei shitara Slime Datta Ken,Vodes,S2P2: Asakura (WEB),Yes | No,Vodes is self encode+Asakura. S2P1 is not dual audio.,
,The Ambition of Oda Nobuna,Oda Nobuna no Yabou,,KH,Yes,KH is Salender+FFF,
,The Ancient Magus' Bride,Mahoutsukai no Yome,"GSK_kun
OVA: NTRM",,Yes,,
,The Asterisk War,Gakusen Toshi Asterisk,,RASETSU,Yes,,https://slow.pics/c/alYVTOyA
,The Cockpit,,pocky,Saizen,No,pocky is Kagura+Saizen/fong,https://slow.pics/c/T2htGkI5
,The Comic Artist and His Assistants,Mangaka-san to Assistant-san to,Mysteria,,No,Mysteria is frost+modified Chihiro,
,The Day I Became a God,Kamisama ni Natta Hi,Kawaiika+GJM,LostYears (WEB),Yes | No,LY is GJM with dual audio,
,The Demon Girl Next Door,Machikado Mazoku,Kawaiika-Raws,,No,,
,The Devil is a Part-Timer!,Hataraku Maou-sama!,GSK_kun,,Yes,GSK_kun is Beatrice+Commie modified,https://slow.pics/c/2g9BlJxW
,The Disastrous Life of Saiki K.,"Saiki Kusuo no Ψ-nan
Saiki Kusuo no Ψ-nan: Kanketsu-hen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen","S1:
S2: Davinci
Final-arc:
Reawakened: HaiveMind","S1: Davinci

Final arc: Davinci
Reawakened: Davinci","No


Yes",HaiveMind is DragsterPS video with Davinci subs. Available on XDCC,
,The Dragon Dentist,Ryuu no Haisha,MCLR,Drag,Yes,Beatrice+Sumire/LostYears,
,The Eccentric Family,Uchouten Kazoku,S1: Vivid,S2: neko-raws,No,,
,The Everyday Tales of a Cat God,Nekogami Yaoyorozu,WBDP,,No,WBDP is Kuroi+FFF,
,The Girl From the Other Side,Totsukuni no Shoujo,Kaleido-DDY (WEB),,No,,
,The God of High School,,LostYears (WEB),Glue (WEB),Yes | No,,
,The Great Passage,Fune wo Amu,WBDP,Commie,No,WBDP uses Beatrice+Commie. Commie has specials and previews spliced in.,
,The Green Cat,Midori no Neko,Orphan,,No,,
,The Helpful Fox Senko-san,Sewayaki Kitsune no Senko-san ,Pookie,,Yes,VCB+AnimeFreak,
,The Irregular at Magic High School ,Mahouka Koukou no Rettousei,"S1: Exstasia
S2: sam",S2: STiNX (WEB),No,sam is own encode+stinx.,
,"The Kawai Complex Guide to 
Manors and Hostel Behavior ",Bokura wa Minna Kawai-sou,Mysteria,,No,Mysteria is Beatrice+Commie,
,The Kubikiri Cycle,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,Yuki,,No,Yuki is Beatrice+edited buddy waters,
,The Legend of the Legendary Heroes,Densetsu no Yuusha no Densetsu,Drag,sam,Yes | No,sam is sergey+Commie/official. Drag has only commie.,
,The Magnificent KOTOBUKI,Kouya no Kotobuki Hikoutai,Drag,,No,Drag is Raws-Maji+LeftWing,
,"The Melancholy of Haruhi Suzumiya",Suzumiya Haruhi no Yuuutsu,UDF,Blank,Yes | No,UDF is Blank's release with FLAC Dual Audio.,
,The Misfit of Demon King Academy,Maou Gakuin no Futekigousha,Asakura,,No,,
,The Perfect Insider,Subete ga F ni Naru,aro,,No,aro is Beatrice + BDY & FFF,
,The Pet Girl of Sakurasou,Sakurasou no Pet na Kanojo,KH,,Yes,,
,The Prince of Tennis,Tennis no Ouji-sama,a-o_SHS_RyZen_Saizen_HS,,No,"The DVD rips are hardsubbed 480p, later episodes by HS are softsubbed 720p.",
,The Promised Neverland,Yakusoku no Neverland,S1: SCY,S1: GJM,Yes | No,,
,The Quintessential Quintuplets,Gotoubun no Hanayome,S1: ShowY,S2: Kantai,No,,
,The Qwaser of Stigmata,Seikon no Qwaser,S1: kuchikirukia,,No,,http://compare.bakashots.me/compare.php?setId=4252
,The Reflection,,(?)+Hi10,Hi10,No,"Hi10 is CR subs with timing, editing and TS by kBaraka",
,The Rising of the Shield Hero,Tate no Yuusha no Nariagari,NH,Asakura,Yes | No,Uses neko-raws,
,The Rolling Girls,,neko-raws,,No,A mix of commie and cthuko would make it better,
,The Ryuo's Work is Never Done!,Ryuuou no Oshigoto!,Pog42,,No,Pog42 is VCB+KOTEX,
,The Saint's Magic Power is Omnipotent,Seijo no Maryoku wa Bannou Desu,,Cyan (WEB),No,,
,The Seven Deadly Sins,Nanatsu no Taizai,"S1: Holomux
S1.5, 2: OZR
S3: (?)+Chyuu
S4: Chyuu (WEB)",S1: OZR,"Holomux : Yes
No","OZR is Akatomba+WBDP for S1 and neko+Chyuu for S2
Holomux is OZR with dual audio",
,The Severing Crime Edge,Dansai Bunri no Crime Edge,Holomux,Drag,No,"Holo is Yousei+Asenshi, Mezashite, Anime-Koi, CR. Drag has only Asenshi.",
,The Tatami Galaxy,Yojouhan Shinwa Taikei ,sam,Pog42,No,sam is Kawaiika+Opportunity and Afro. On AB. Pog42 has Opportunity.,
,The Testament of Sister New Devil,Shinmai Maou no Testament,"S1: Kametsu | OVA: BKC
BURST: Kametsu
Specials: SCY
Departures: Yoghurt",,Yes,"Kametsu is Beatrice+modified Tsundere(S1) and Harunatsu/Chihiro(S2)
SCY is Beatrice+modified USBD subs. No dual audio.
Yoghurt is Beatrice+modified SubDesu",
,The Twelve Kingdoms,Juuni Kokuki,,CTR,Yes,CTR is HQR+KAA,https://slow.pics/c/kRBzyG7a
,The Vision of Escaflowne,Tenkuu no Escaflowne,Hark0n,,Yes,Hark0n is km+G_P subs,
,Those Snow White Notes,Mashiro no Oto,,GHS (WEB),No,,
,Tiger & Bunny,,sam,,No,sam is Yousei+Commie/NinjaPanda,
,To LOVE-Ru,,"S1: Holomux 
OVA: KH
Motto: KH
Darkness: KH
Darkness 2nd: Holomux 
Darkness OVA: KH","S1: Yabai
Motto: Zurako
Darkness OVA: -__-'","Yes | No
OVA: No",S1 and all OVAs are dvd sourced and SD. Rest are 1080p,"Motto: https://slow.pics/c/dX8bRY4Q
Darkness: https://slow.pics/c/HouZfNos"
,Today's Menu for the Emiya Family,Emiya-san Chi no Kyou no Gohan,Mysteria,,No,Mysteria is Beatrice+modified RedKite,
,Tokyo Ghoul,,YURI,OVA: BlurayDesuYo,Yes,YURI is sergey+DDY,
,Tokyo Ghoul:re ,,(?)+Bakaiser,UDF,Yes,UDF is UQW+Bakaiser. Bakaiser uses Moozzi.,
,Tokyo Magnitude 8.0,,MC,CBM,Yes | No,MC is available on xdcc. Uses philosophy raws and shiro subs.,https://slow.pics/c/xY82d7Rx
,Tokyo Ravens,,YURI,MCLR,Yes,"YURI is sergey+FFF/Animekoi
MCLR is FFF with Animekoi kfx and dub. Available on XDCC, nandato.",
,TONIKAWA: Over the Moon For You,Tonikaku Kawaii,,Gao,Yes,,
,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,,CBT,,No,,
,Tower of God,Kami no Tou,Kuroi-Subs (WEB),,No,,
,Trigun,,Yurasyk+officialsubs,,No,Yura is 720p dvd upscale so grab from rutracker.,
,Trinity Seven,,MC,Exp,Yes | No,,https://slow.pics/c/6xz6YaFo
,True Tears,,,Tsundere,No,,
,Tsugumomo,,"S1: succ_
S2: ΑΩ+Astral",,No,"succ_ is Beatrice+Astral, but he didn't QC it.",
,Tsuki ga Kirei,,NH,GHS,Yes | No,NH is GHS with dub. GHS is Beatrice+modified Astral.,
,Tsuredure Children,Tsurezure Children,MCLR,Mysteria,Yes | No,,
,Tsurune: Kazemai Koukou Kyuudoubu,,neko-raws,,No,,
,Twin Spica,Futatsu no Spica,Crow,,No,Crow is EruPii+modified A-F,
,Two Car,,Pog42,,No,,
,Ulysses: Jeanne d'Arc and the Alchemist Knight,Ulysses: Jeanne d'Arc to Renkin no Kishi,KH,,Yes,,
,Umamusume: Pretty Derby,Uma Musume: Pretty Derby,,Okay-Subs,No,,
,Umineko: When They Cry,Umineko no Naku Koro ni,,sam,No,sam is UQW+Coalgirls,
,Unbreakable Machine-Doll,Machine-Doll wa Kizutsukanai,MK,,Yes,MK is Yousei+HTT,
,Undefeated Bahamut Chronicle,Saijaku Muhai no Bahamut,Exp,,No,,
,Under the Dog,,BKC,BlurayDesuYo,No,BKC is Beatrice+BDY,https://slow.pics/c/3UyT9rfN
,Unlimited Fafnir ,Juuou Mujin no Fafnir,GOTP,Exp,No,Beatrice+FFF. Available on AB.,https://slow.pics/c/B2WnVMaE
,Urara Meirocho,Urara Meirochou,aro,,No,aro is Beatrice+Tsundere,https://slow.pics/c/MnLxxdmE
,Uzaki-chan Wants to Hang Out!,Uzaki-chan wa Asobitai!,,LostYears (WEB),Yes,,
,Valkyrie Drive: Mermaid,,"CTR
SP: Brrrrrrr",,Yes,CTR is Beatrice+Commie,
,Valvrave the Liberator,Kakumeiki Valvrave,FFF,,No,,
,Vampire Knight,,HQR + (?) subs,,No,There is an HQR mux under [Rare] but it uses vobsub,
,Vinland Saga,,SCY,Not-Vodes,Yes,"SCY uses modified Foxtrot subs, with his own encode. 
Not-Vodes uses Kawaiika video",https://slow.pics/c/RIjk04ya
,Violet Evergarden,,SCY,Matsya,Yes,"Sub only version of SCY the extended EP 13 is in a separate release linked 
in the description. 
Matsya is the movie version with SCY subs if you're into that.",
,Vividred Operation,,YURI,,No,YURI is Beatrice+Commie/JK,
,Vivy -Fluorite Eye's Song-,,,LostYears (WEB),Yes,LY is YameteTomete with dual audio,
,Walkure Romanze,,,FFF,No,No good encodes,https://slow.pics/c/qZxcbDYA
