,Gintama,"Gintama
Gintama'
Gintama' Enchousen
Gintama°
Gintama.
Gintama. Porori-hen
Gintama. Shirogane no Tamashii-hen
Gintama°: Aizome Kaori-hen","S1(001-201): CBT
S2(202-252): CBT
S3(253-265): CBT
S4(266-316): Wailyn
S5(317-328): CBT
S6(329-341): CBT
S7(342-367): CBT
OVA: Holomux",,No,"CBT S1=Yousei+CR
Rest SOFCJ+CR (S4 is Glue)",
,Girlish Number,Gi(a)rlish Number,Scum,,No,,https://slow.pics/c/EcfS3ONo
,Girls Bravo,,Exiled-Destiny,,Yes,,
,Girls und Panzer,,CTR,,Yes,,
,Girls' Last Tour,Shoujo Shuumatsu Ryokou,UDF,Asenshi,Yes | No,UDF is Beatrice+Asenshi/Scum,
,Girly Air Force ,,,Pog42,No,"UCCUSS probably has the best video. 
Pog42 is Snow-raws+Erai",
,Given,,TBC,,No,"TBC is Moozzi2+CR. Yeah you read that right. Moozzi didn't go hard on this one so 
it's fine. (Still a lot of room for improvement ofc)",
,GJ Club,GJ-bu,"YURI
OVA: EXP",,No,"YURI is Yousei+LNS
EXP is sergey+LNS",https://slow.pics/c/gDrqF5rH
,Glasslip,,Holomux,,No,Holomux is sergey+OtakuMura,
,Goblin Slayer,,,Lulu,Yes,Lulu is mottoj+smugcat/chihiro,
,God Eater,,Kametsu,,Yes,,
,Godzilla Singular Point,Godzilla: S.P,,Reza (WEB),Yes,,
,Gokujo.,"Gokujo. Gokurakuin Joshikou 
Ryou Monogatari",STRAIGHTMUX,,No,STRAIGHTMUX = Reinforce + Jigglymux (slightly edited CMS),
,Golden Boy,,ARC,Matsya,Yes | No,ARC is Matsya with dub and some timing fixes. Matsya is Urotsuki+TOMA,
,Golden Kamuy,,"S1, S2: pyroneko",,No,,
,Golden Time,,CyC,,Yes,,
,Gonna be the Twin-Tail!!,"Ore, Twintail ni Narimasu.",YURI,,Yes,YURI is Beatrice+Commie,
,Good Luck Girl!,Binbougami ga!,,MC,Yes,MC is Kuroi+gg,https://slow.pics/c/FlUouL2T
,Gosick,,Aergia,,No,Aergia is BDRemux with Broken,
,Gourmet Girl Graffiti,Koufuku Graffiti,YURI,,No,YURI is sergey+commie,https://slow.pics/c/bTwMmC3s
,Granbelm,,CBT,,No,,
,Grand Blue Dreaming,Grand Blue,Seicher+Devil,Devil,No,Devil uses Rakuen video,https://slow.pics/c/CPy33KEw
,Great Pretender,,"1-10: Foxtrot
11-17: KS (WEB)
18+: Team Confidence (WEB)",1-14: Die-Hot (WEB),"KS: Yes
No",,
,Great Teacher Onizuka,,,Godim,No,Godim is TOJIO+official subs,
,Grimgar: Ashes and Illusions,Hai to Gensou no Grimgar,,Kametsu,Yes,,
,Ground Control to Psychoelectric Girl,Denpa Onna to Seishun Otoko,YURI,ANE,No,YURI is Yousei+ANE,
,Gugure! Kokkuri-san,,CyC,,No,,
,Guilty Crown,,SCY,,Yes,,
,Gunslinger Girl,,UDF,"S1: ARC
S2: Holomux",Yes | No,"ARC is Beatrice+Cman. Available on Nyaa
Holomux is Beatrice+Kulot99",
,Gunsmith Cats,,Iznjie Biznjie,,Yes,,https://slow.pics/c/r4vAPQa0
,Hacka Doll The Animation,,YURI,Alt,No,Beatrice+SmugCat,https://slow.pics/c/qTCaEsOM
,Hades Project Zeorymer,Meiou Project Zeorymer,,BBT-RMX,Yes,BBT-RMX is Kagura+(?),
,Haganai,Boku wa Tomodachi ga Sukunai ,"S1, Next: AC ",,Yes,,
,Haibane Renmei,,Tesseract,,No,BDs look awful,
,Haikyuu!!,,"S1: AC
S2: AC
S3: ASC
S4: OWO (WEB)","

S3: Pookie
OAD, Land vs Air: Commie",Mixed,"AC, ASC and Pookie are sergey+commie. ASC is on AB and uses kBaraka's 
synced subs.",
,Hakumei and Mikochi,Hakumei to Mikochi,NH,NH,Yes,"NH 1080p is Kawaiika+MTBB. NH 720p is MTBB with dual audio. MTBB
encode has ED dehardsubbed.",
,Hanasaku Iroha ~Blossoms for Tomorrow~,Hanasaku Iroha ,Hobiron,,No,,
,Hanayamata,,Drag,,No,Drag is sergey+Kirakira,
,Hand Shakers,,SCP-2223,,No,,
,Hanebado!,,9volt,,No,,
,Happy Sugar Life,,Shimatta,,No,Shimatta is VCB+Astral,https://slow.pics/c/r2n7oBI8
,Haruchika: Haruta & Chika,HaruChika - Haruta to Chika wa Seishun suru,Beats,,No,,
,Hatsukoi Limited,,RMX,,No,RMX is Kagura+YuS/Chihiro/m.3.3.w,
,Haven't You Heard? I'm Sakamoto,Sakamoto desu ga,THD,,Yes,,
,Heavy Object,,,Kametsu,Yes,Kmaetsu is SallySubs with dual audio,
,Hellsing (TV),,Urotsuki+Tsundere,Tsundere,No,Urotsuki is 720p dvd upscale so grab from rutracker,
,Hellsing Ultimate,,SCY,,Yes,,
,Hentatsu,,LCE,,No,,
,Heroic Age,,,sam,No,sam is HQR+Kametsu,
,Hi Score Girl,High Score Girl,Seicher+SonicBoom,SonicBoom,No,,
,Hidamari no Ki,,Orphan,,No,,
,High School DxD,,IK,,Yes,,https://slow.pics/c/N9ES9CT5
,High School Fleet,Haifuri,WBDP,,No,WBDP is Beatrice+GJM,
,High School of the Dead,Gakuen Mokushiroku,SCY,,Yes,SCY's encode with heavily edited gg/Kira subs,
,"High School Prodigies Have It Easy 
Even In Another World","Choujin Koukousei-tachi wa Isekai demo 
Yoyuu de Ikinuku you desu!, Choyoyu",NH,GHS,No | Yes,,
,Higurashi: When They Cry,Higurashi no Naku Koro ni,"S1: 480i BD+Fuktlogic
Kai: 480i BD+Hauu~
Kira: Yousei+CMS/Doki
Rei: Yousei+Zurako/Doki
Kaku: Bwaka
Gou: BDMV + SubsPlease","S1, Kai: oneoneleven



",No,Read VN ,
,Himouto! Umaru-chan,,YURI,,S1: Yes/S2: No,"YURI is Beatrice+LNS for S1, Kawaiika+Astral for S2",https://slow.pics/c/JvwkIy6D
,Hinamatsuri,,Arid,Exp,Yes | No,Really minor changes compared to OWO.,https://slow.pics/c/3o0L3S93
,Hinomaru Sumo,Hinomaru Zumou,CDL (WEB),,Yes,,
,His and Her Circumstances,Kareshi Kanojo no Jijou,WSE,Judgment,Yes | No,WSE is Judgment with dual audio,
,Hitoribocchi no Marumaru Seikatsu ,,,Kawaiika-Raws,No,GJM stalled,
,Honey and Clover,Hachimitsu to Clover,EJF,,Yes,"EJF is basically ANE with some fixes and dual audio. Available on XDCC, nandato",
,Horimiya,,,LostYears (WEB),Yes,LY is GSK_kun with dual audio,
,Honoo no Tenkousei,Blazing Transfer Student,Iznjie Biznjie,,No,Has Orphan subs,https://slow.pics/c/cPk3DwH7
,Horizon in the Middle of Nowhere ,Kyoukaisen-jou no Horizon,Drag,,Yes,Drag is Yousei+Commie,
,House of Five Leaves,Sarai-ya Goyou,Matsya,Sushi,No,"Matysa is Sushi's release with Tsundere subs added as well. Sushi's edit is included
as an Alt track.",https://slow.pics/c/8qIUGFzN
,How Heavy Are the Dumbbells You Lift?,,NH,,Yes,,
,How Not to Summon a Demon Lord,"Isekai Maou to Shoukan Shoujo no 
Dorei Majutsu",,Asakura,No,,
,Humanity Has Declined,Jinrui wa Suitai Shimashita,Commsei,Commie ,No,Commsei is Yousei+Commie,
,Hundred,,RASETSU,,Yes,Apparently subs have a handful of typos,
,Hunter x Hunter,,Vodes,,Yes,"Vodes is SOFCJ+Coalgirls
Seicher's newer encodes are the best. Older ones will be redone. ",
,Hybrid x Heart Magias Academy Ataraxia,Masou Gakuen HxH,Exp,,No,Exp is Beatrice+GJM/Chihiro,
,Hyouka,,UDF,,Yes ,UDF is Beatrice+luvsick/coalgirls/mazui,
,Hyperdimension Neptunia,Choujigen Game Neptune The Animation,YURI,,Yes,YURI is Yousei+Commie,
,I Can't Understand What My Husband Is Saying,Danna ga Nani wo Itteiru ka Wakaranai Ken,Tsundere,,No,,
,"I Couldn’t Become a Hero, So I Reluctantly 
Decided to Get a Job.","Yuusha ni Narenakatta Ore wa Shibushibu 
Shuushoku wo Ketsui Shimashita.",Quetzal,,No,,
,I'm glad I could keep running.,Hashiri Tsuzukete Yokattatte.,BKC,GJM,No,BKC is Mangakas+GJM,https://slow.pics/c/7JD3We3E
,"I've Been Killing Slimes for 300 Years and 
Maxed Out My Level","Slime Taoshite 300-nen, Shiranai Uchi 
ni Level Max ni Nattemashita",,LostYears (WEB),Yes,LY is Chihiro with dual audio,
,ID: INVADED,,Mysteria ,,Yes,Mysteria is VCB+self edited subs,
,IDOLiSH7 ,Idolish Seven,,Vibrato: Davinci,No,,
,If Her Flag Breaks,Kanojo ga Flag wo Oraretara,FFF,GS,No,FFF has Underwater. GS on AB has DDY.,https://slow.pics/c/czdf34dp
,"If It's for My Daughter, I'd Even Defeat a Demon Lord",Uchi no Musume,Cait-Sidhe,,No,,
,Ikebukuro West Gate Park,,Commie (WEB),,No,,
,In Another World With My Smartphone,Isekai wa Smartphone to Tomo ni.,AOmundson,,Yes,AOmundson uses Beatrice,
,In Search of the Lost Future,Ushinawareta Mirai wo Motomete,Lost,,No,,
,In/Spectre,,Kawaiika+BSR/GHS,"1-3: BSR
4+: GHS",No,,
,Inari Kon Kon,"Inari, Konkon, Koi Iroha.",YURI,,No,YURI is Kagura+Vivid/Animekoi,
,Infinite Stratos,IS: Infinite Stratos,KH,S1: ANE,Yes | No,"KH is sergey+pretty much all subs. 
sergey has a tint and bad edges. ANE suffers from some blocking. ",https://slow.pics/c/jKoOyZge
,Interspecies Reviewers,Ishuzoku Reviewers ,YURI,,No,YURI is Kawaiika+Astral,
,Interviews With Monster Girls,Demi-chan wa Kataritai,pyroneko,NH,No | Yes,NH is Beatrice+pyroneko,https://slow.pics/c/dNUygEQC
,Inugami-san to Nekoyama-san,,YURI,,No,YURI is Beatrice+Commie/Kaylith,
,Inuyashiki: Last Hero,Inuyashiki,SCY,Seicher,No,Both videos look very similar so can't go wrong with either. ,
,Invaders of the Rokujyoma!?,Rokujouma no Shinryakusha!?,Drag,,No,Drag is sergey+FFF/BDY,
,Is the order a rabbit?,Gochuumon wa Usagi Desu ka?,"S1, S2: CBT
S3: Bastard-Raws+YSR
OVA: VCB+KiraraSubtasia","S1+S2: FFF
S3: YSR (WEB)",No,CBT is Yousei for S1 and Beatrice for S2. FFF subs,
,Is this a Zombie?,Kore wa Zombie Desu ka?,AssMix,"S1: Elysium
S2: Tsundere",No,AB. VCB-Studio + Commie,
,Isekai Quartet,,"S1: Natsumi no Sekai+Asakura/Nauti
S2: Asakura","S1: Asakura/Nauti
",No,,
,Island,,Raws-Maji+Astral,KH,No | Yes,,
,Isshoni Training,,Untagged release by Vodka,BDMV,No,,
,Japan Sinks,Nihon Chinbotsu,TTGA,,Yes,BDRemux with NF subs,
,Jinki: Extend,,Anonymous,,Yes,km+modified Funi subs. On AB under UNKWN,
,JINSEI -Life Consulting-,Jinsei,EXP,,No,EXP is Beatrice+FFF,https://slow.pics/c/Acv9oc2b
,JoJo's Bizarre Adventure (2012),JoJo no Kimyou na Bouken ,D4C,JP BDREMUX + [JoJo] subs,Yes,"JoJo has gg script with Commie TS. Peak memesubs for memeshow.
All encodes seem to suck for now, JP BDREMUX is the best option.",
,"JoJo's Bizarre Adventure: Part 3 
Stardust Crusaders","JoJo no Kimyou na Bouken - 
Stardust Crusaders",D4C,inid4c,Yes | No,D4C is JPBDRemux. inid4c is Snow-Raws with modified Some-Stuffs,
,"JoJo's Bizarre Adventure: Part 4
Diamond is Unbreakable","JoJo no Kimyou na Bouken - 
Diamond wa Kudakenai ",D4C,inid4c,Yes | No,D4C is JPBDRemux. inid4c is Snow-Raws with modified Some-Stuffs,
,"JoJo's Bizarre Adventure: Part 5 
Golden Wind/Vento Aureo","JoJo no Kimyou na Bouken - 
Ougon no Kaze",D4C,inid4c,No,,
,Joker Game,,KH,Beatrice-kBaraka,Yes | No,KH is kBaraka with dual audio,
,Jormungand,,MK-SCY,,Yes,,
,Jujutsu Kaisen,,,LostYears (WEB),Yes,LY is Kaizoku with dual audio,
,Just Because!,,Beatrice+Official subs,iAHD, - | Yes,,
,Jyu-Oh-Sei: Planet of the Beast King,Jyu Oh Sei,hchcsen (WEB),,Yes,,
,K Project,,"S1: Senjou
S2: A-C",S2: Beatrice-kBaraka,"No
A-C: Yes",A-C is Beatrice-kBaraka with dual audio.,https://slow.pics/c/gGO0tHog
,K-On!,,,S1: Crow,No,Crow is Henshin+CJ-Tsundere,
,Kabaneri of the Iron Fortress,Koutetsujou no Kabaneri,SCY,,Yes,,
,Kaguya-sama: Love is War,"Kaguya-sama wa Kokurasetai: 
Tensai-tachi no Renai Zunousen","S1: Chouonsoku
S2: (?)+GJM","S1: GSK_kun
S2: GJM (WEB)",Yes | No,"AB release is GSK_kun+dub and contains updated subs from GJM's Vol.2 BD release.
The signs track has been edited to match the dub.
GSK_kun is Beatrice+GJM.",
,Kaiba,,Beatrice+ Kulot99 subs,SCP-2223,No,,
,Kakegurui: Compulsive Gambler,,"S1: (?) + Bakaiser
S2: (?) + Astral","S1: Bakaiser
S2: Nauti ",No,,https://slow.pics/c/yNdskVCP
,Kakushigoto,,,Wakanim SC (WEB),No,Hardsubbed,
,Kamichu!,,Judgment,,No,Judgment is Henshin+edited Chuchuchuu ,
,Kamisama Kiss,Kamisama Hajimemashita,"AC
OVA: MTBB",,"Yes
No",,
,Kandagawa Jet Girls,,NH,ORCANO,Yes | No,"NH is a dual audio remux of Kawaiika video and Tensai subs.
ORCANO uses Kawaiika with modified Tensai subs.",
,Kanokon,,,S1: Koten_Gars,,All encodes suck,
,Kanon (2006),,KH,MTBB,Yes | No,Beatrice+MTBB,
,Karneval,,CyC-SCY,,Yes,,
,Kasei Yakyoku,,Orphan-Iquix,,No,,
,Katana Maidens ~ Toji No Miko,Toji no Miko,"Pog42
OVA: Drag",,No,,
,Katanagatari,,Shimatta,,No,Shimatta is NanoAlchemist+GSK_kun. GSK_kun is ANE+slightly timed Coalgirls,
,Kaze no Stigma,,,SRLS,Yes,,
,Keep Your Hands Off Eizouken!,Eizouken ni wa Te wo Dasu na!,,OZR,No,OZR is Kawaiika+GJM web eps. Hopefully GJM batchfixes soon,
,Keijo!!!!!!!!,,,EXP,No,EXP is Beatrice+mottoj. Has a few timing issues also present in mottoj.,https://slow.pics/c/crjDQ66I
,Kemono Friends,,Beatrice+Furenzu,LCE, - | Yes,peeping in progress,
,Kengan Ashura,,DragsterPS,Erai-raws,Yes | No,No BDs,
,KenIchi: The Mightiest Disciple,"Shijou Saikyou no Deshi Kenichi
History's Strongest Disciple Kenichi ","Series: Urotsuki + (?) subs
OVA: Beatrice + (?) subs",,No,,
,Kids on the Slope,Sakamichi no Apollon,Arid,,Yes,Arid is Raizel+modified THORA,
,Kill la Kill,,Arid,"CH
CTR",Yes,"Arid is NanoAlchemist+AOmundson (Modified FFF)
CH is own encode+modified Underwater
If you want to watch the dub then might want to go for CTR. It has a lot of modified
signs to match the dub track.","https://slow.pics/c/FZl0Cvs6
http://compare.bakashots.me/compare.php?setId=2515"
,Kill Me Baby,,SCP-2223,,No,SCP is VCB+UTW-Mazui,https://slow.pics/c/5FtaE0o2
,Killing Bites,,Bolshevik,,No,,
,Kimi ni Todoke: From Me to You,Kimi ni Todoke,Shimatta,,No,Shimatta is Yousei+Golo (Eclipse),
,Kingdom,,Erai-raws,,No,,
,KINMOZA!,Kiniro Mosaic,Drag,S1: FFF,No,Drag is Yousei+FFF for S1 and VCB+Asenshi-Mezashite for S2,
,Kino's Journey -the Beautiful World- (2017),Kino no Tabi -the Beautiful World-,Kawaiika-raws,,No,,
,"Kiss Him, Not Me",Watashi ga Motete Dousunda,mottoj,,Yes (external),,
,Kiss X Sis,KissXsis,Senjou,,No ,Senjou is Kawaiika+Tsundere with minor fixes,
,Kiznaiver,,MK,,Yes,,
,Knights of Sidonia,Sidonia no Kishi,"S1: LNS
S2: D3",,"No
Yes",D3 is VCB+Underwater.,
,Kodomo no Jikan,,Beatrice+(?) subs,,No,Not on nyaa because DVD upscale,
,Koi Kaze,,GrimRipper,,Yes,,
,Kokkoku,,PhallSubs,nielsen145(?),No,AB. VCB+edited official subs,
,Kokoro Connect,,ShadyCrab,Mysteria,Yes | No,,
,Komori-san Can't Decline!,Komori-san wa Kotowarenai!,Drag,,No,Drag is Akatomba+Asenshi,
,Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!,Hamood,GHS,No,Hamood is just GHS with FLAC,
,KONOSUBA -God's blessing on this wonderful world!,"Kono Subarashii Sekai ni Shukufuku wo!","S1 + OVA: Quetzal
S2 + OVA: KH ",Pog42,Yes | No,"S1 is Kawaiika+Chihiro/FFF
S2 is Kawaiika+Chihiro. Pog42 has lossy audio.",
,Kuma Kuma Kuma Bear,,,LostYears (WEB),Yes,LY is GJM with dual audio,
,Kumamiko: Girl Meets Bear,Kuma Miko,"Metal
OVA:Beatrice+(?)",,No,,
,Kurau: Phantom Memory,,Metal,,No,Metal is km+modified Forge,
,Ladies versus Butlers!,,,пока,No,,
,Laid-Back Camp,Yuru Camp△,"S1+SP: UDF
S2: Kaleido (WEB)","S1: Asakura
SP: 0x539
S2: DankBadLol (WEB)",No,"UDF is Beatrice+ToishY (basically Asenshi with improved TS)
Asakura is Beatrice+modified Asenshi.",
,Land of the Lustrous ,Houseki no Kuni,Arid,Seicher,Yes | No,"Seicher uses bcvxy subs (which is edited PAS). Gender neutral pronouns used.
Arid is Seicher with dual audio.",
,Lapis Re:LiGHTs,,Raws-Maji ,,No,,
,Legend of the Galactic Heroes (OVA),Ginga Eiyuu Densetsu,SwirlyPervert,,No,Yurasyk release has CA subs,https://slow.pics/c/ZGtfoaf6
,"Legend of the Galactic Heroes: 
The New Thesis - Encounter","Ginga Eiyuu Densetsu
-Die Neue These- Kaikou ",SCY,,Yes,,
,Legend of the Galactic Heroes: Gaiden,GInga EIyuu Densetsu: Gaiden,Yurasyk,,No,Reaktor vid still better than ZR/CA so if you have doubts about size grab that. ,
,Let's Nupu Nupu,,Orphan-Beatrice,,No,,
,Library Wars,Toshokan Sensou,sam,DEXA,No,sam is Kagura+Elysium. DEXA is own encode+Elysium.,
,Little Witch Academia (TV),,HaiveMind,Asenshi,Yes | No,HaiveMind is Beatrice+Asenshi. Available on XDCC.,
,Log Horizon,,"S1,S2: Senjou
S3: Beatrice-Raws",,No,"Senjou is Yousei+Commie, SallySubs",https://slow.pics/c/F8fCv6jB
,Lord El-Melloi II's Case Files: Rail Zeppelin Grace note,"Lord El-Melloi II Sei no Jikenbo: 
Rail Zeppelin Grace Note",ASC,,Yes,ASC uses BDY's encode and subs for eps 0-3 and their own encode with modified Aniplex subs for the rest.,
,Lord Marksman and Vanadis,Madan no Ou to Vanadis,Exp,,No,,
,Lost Universe,,Azel,,No,Azel is km+(?),
,LOVE and LIES,Koi to Uso,SCP-2223,,No,,
,Love Lab,,Mysteria ,FFF,No,Mysteria is Yousei+Commie,
,"Love, Chunibyo & Other Delusions!",Chuunibyou demo Koi ga Shitai!,YURI,"S1: MK 
S2: Kametsu",Yes,YURI is Yousei+MK/gg/URW for S1 and FTW for S2,
,"Love, Election and Chocolate",Koi to Senkyo to Chocolate,EXP,,No,EXP is Beatrice+FFF,
,Lunn Flies into the Wind ,Lunn wa Kaze no Naka,Orphan,,No,,
,Made in Abyss,,Galator,,Yes,Galator uses Beatrice-Raws and modified Asenshi-Pas subs.,
,Magi,,"Labyrinth: CTR
Kingdom: sam 
Sinbad: Vodes",,"CTR: Yes
No","CTR is Yousei+gg
sam is Yousei+SallySubs
Vodes is self encode+Kami subs","Labyrinth: https://slow.pics/c/7s7c71zj
Sinbad: https://slow.pics/c/aRb8yStX"
,"Magia Record: Puella Magi Madoka Magica 
Side Story","Magia Record: Mahou Shoujo 
Madoka☆Magica Gaiden",Kawaiika+YameteTomete,YameteTomete (WEB),Yes,Kawaiika's included subs are not in sync,
,Magical Girl Raising Project,Mahou Shoujo Ikusei Keikaku,GJM,,No,,
,Magical Girl Spec-Ops Asuka,Mahou Shoujo Tokushusen Asuka,CBT,,Yes,,
,Magical Warfare,Mahou Sensou,Drag,Exp,Yes | No,Exp is sergey+FFF. Drag is Exp with dual audio.,
,Magimoji Rurumo,Majimoji Rurumo,YURI,,No,"YURI is Beatrice+DDY, Anime-koi",
,Mahou Shoujo Nante Mouiidesukara,Mahou Shoujo Nante Mou Ii Desukara.,SmugCat,,No,,
,Majo demo Steady,,Orphan ,,No,,
,Maoyu ~ Archenemy & Hero,Maoyuu Maou Yuusha,YURI,,No,YURI is Kagura+FFF,
,March comes in like a Lion,3-gatsu no Lion,WSE,Exp,Yes | No,Kawaiika+Commie,
,Maria†Holic,,S1: hchcsen,S1: ANE,Yes | No,hchcsen is ANE with dual audio,
,Maria the Virgin Witch,Junketsu no Maria,Exp,CTR,Yes,CTR is BDY with dual audio,https://slow.pics/c/SoLwNiMq
,Masamune-kun's Revenge,Masamune-kun no Revenge,"xxon
OVA: o7",Mysteria ,Yes | No,Beatrice+DDY subs,
,Matoi the Sacred Slayer,Soushin Shoujo Matoi,,BlurayDesuYo,No,Wait for batch for some encode fixes,
,Mayoi Neko Overrun!,,,Tsundere,No,Tsundere is Yousei+Ryuumaru,
,Megalo Box,,Foxtrot,,No,,
,Megami Paradise,,Orphan,,No,,
,Megazone 23,,YURI,,Yes,YURI is km+OnDeed,https://slow.pics/c/4JjAdjK1
,Mekakucity Actors,,DarkHollow,CH,No,,
,Milky Passion: Dougenzaka - Ai no Shiro,,Orphan,,No,,
,Minami-ke,,S4: Untagged,S4: FFF,No,AB release is Yousei+FFF,
,Miru Tights,,Arid,,No,Arid is VCB+Astral,
,Miss Caretaker of Sunohara-sou,Sunoharasou no Kanrinin-san,Pog42,,No,,
,Miss Kobayashi's Dragon Maid	,Kobayashi-san Chi no Maid Dragon,MAID,0x539,Yes | No,"0x539: Beatrice-Raws with heavily modified TS and some editing of
DDY, HAS, and Hark0n subtitles.
MAID is 0x539 with English dub",
,Mitsuboshi Colors,,YURI,HAS,Yes | No,,
,Mix: Meisei Story,,,Commie,No,,
,Mob Psycho 100,,"S1: SOLA
S2: ASC","S1: Akatomba-kBaraka
S2: SaltSplash",Yes | No,"SOLA is Akatomba-kBaraka with dual audio. Available on XDCC
ASC is SaltSplash with dual audio",
,Modest Heroes,Chiisana Eiyuu,LCE,,No,,
,Momo Kyun Sword,,Anonymous,,No,anon is JoeyN+FFF,
,Momoiro Sisters,,peachflavored,,No,,
,Momokuri,,,Mysteria,No,,
,Monogatari Series,,"Bake: Arid
Neko: KuroKuro
Kizu, Nise, Hana, SS, Tsuki, Owari: FLFL
Koyomi: Senjou
Zoku: Arid",Bake: MTBB,No,"Wait for MTBB subs for Bake and Commie subs for Koyomi/Owari S2.
FLFL is Kawaiika + modified Commie for Nise
FLFL is Kawaiika+Storytime/ToishY for Owari S2
Arid is Beatrice+MTBB/ANE for Bake and Kawaiika+MTBB/Edo for Zoku",
,Monster,,Null+CBM subs,CBM,- | Yes,Seicher is the best but might be done sometime in the next decade.,
,Monster Musume: Everyday Life with Monster Girls,Monster Musume no Iru Nichijou,,"AOmundson
OVA: GSK_kun",Yes,"AOmundson is SallySubs with dual audio and resampled subs.
GSK_kun is Beatrice+edited AOmundson.",
,Moribito - Guardian of the Spirit,Seirei no Moribito,CTR,,Yes,CTR is Chyrka+MTBB,
,Moyashimon,,,Drag,No,Drag is Beatrice+BSS for S1 and RG-Genshiken+Commie/GotWoot for S2,
,Ms. Koizumi Loves Ramen Noodles,Ramen Daisuki Koizumi-san,,SCP-2223,No,,
,Mushi-Shi,Mushishi,"S1: CyC
S2: ARC",,"Yes
No","CyC is bxyh+tlacatlc6/niizk
ARC is Kawaiika+Dekinai(modified vivid)",
,Mushoku Tensei: Jobless Reincarnation,Mushoku Tensei: Isekai Ittara Honki Dasu,OZR,MTBB,Yes | No,OZR is Raws-Maji+MTBB,https://slow.pics/c/0pmPsvFR
,My First Girlfriend is a Gal,Hajimete no Gal,(?)+LostYears,LostYears (WEB),- | Yes,,
,My Hero Academia,Boku no Hero Academia,"S1: Dragon-Releases
S2: ITH
S3: ITA BD+kBaraka/Hi10
S4: (?)+Hi10","S1: neko-kBaraka
S2: neko-kBaraka
S3: Zanros
",Yes | No,"D-R and ITH are just neko-kBaraka with dual audio.
kBaraka had best TS, but they never finished S3. I doubt they'll continue it. 
For S3 ITA BD looks cleaner but has more banding. Zanros on AB.",S3: https://slow.pics/c/PAxWrVlM
,My Love Story,Ore Monogatari,sergey_krs+FFF/Commie,CTR, | Yes,CTR is FFF with dual audio,
,"My Mental Choices Are Completely Interfering 
With My School Romantic Comedy","NouCome, Ore no Nounai Sentakushi 
ga, Gakuen Love Comedy wo Zenryoku 
de Jama Shiteiru",EXP,,No,EXP is Yousei with FFF and Noem-Light subs,
,My Neighbour Seki,Tonari no Seki-kun,"GSK_kun
OAD, OVA: Vivid",,"Yes
OAD, OVA: No",,
,"My Next Life as a Villainess: 
All Routes Lead to Doom!","Otome Game no Hametsu Flag shika 
Nai Akuyaku Reijou ni Tensei shiteshimatt 
Hamefura",Commie,Chihiro,No,,
,My Teen Romantic Comedy SNAFU,"Yahari Ore no Seishun Love 
Comedy wa Machigatteiru.","S1: Ayashii
S2: Drag
S3: (?)+MTBB","S2: Senjou
S3: UQW",Yes | No,"Ayashii is Beatrice+MTBB
Drag and Senjou are sergey+MTBB","S1: https://slow.pics/c/w1l8GrrY
S2: https://slow.pics/c/gXhzMdFi"
,Myriad Colors Phantom World,Musaigen no Phantom World,,WBDP,No,"WBDP is sergey+modified Commie, Hitoku (OVA)",https://slow.pics/c/iPCQZH3o
,Mysterious Girlfriend X,Nazo no Kanojo X ,RASETSU,,Yes,,
,Nadia: Secret of Blue Water,Fushigi no Umi no Nadia,Hark0n,,Yes,Hark0n is Kagura+THORA,
,NANA,,Yurasyk + (?) subs,,No,,
,Nanana's Buried Treasure,Ryuugajou Nanana no Maizoukin,YURI,,No,YURI is Yousei+FFF,
,Nanbaka,,BlueLobster,,No,,
,Naruto,,JySzE,,Yes,,
,Natsuiro Kiseki ,,FFF,,No,,
,Natsume's Book of Friends,Natsume Yuujinchou,CyC,,No,"S1: sergey + modified moo-shi | OVA: sergey + modified Commie
S2: sergey + modified tlacatlc6 | OVA: sergey + modified esc
S3: sergey + modified NoGrp
S4: sergey + modified tlacatlc6
S5: sergey + modified Commie
S6: sergey + modified Commie",
,Natsuyuki Rendezvous,,Oizys,,No,Oizys is Yousei+Commie,
,Nekopara,,Tsundere,,No,,
,Neon Genesis Evangelion,Shinseiki Evangelion,Yurasyk + Sephirotic/Netflix,Sephirotic,- | No,"Netflix's TL is mostly better overall but requires an edit & TLC. 
Sephirotic used modified Manga ADV subs with proper terminology.
An edit using both Netflix and Sephirotic's scripts as reference would be best.",https://slow.pics/c/gZGxnroJ
,Netsuzou Trap -NTR-,Netsuzou TRap ,Enceladus,,No,Enceladus is Beatrice+Chihiro,
,New Game!,,"1-6: Foxtrot
Beatrice+(?)
OVA: KH",,No,KH is HQR+ kdfffss/doki,
,Nichijou - My Ordinary Life,Nichijou,Datte13,,Yes,,https://slow.pics/c/c0lE94cA
,Nisekoi: False Love ,Nisekoi,CBT,Commie,No,CBT is Yousei+Commie,"https://slow.pics/c/lcAhiany
https://slow.pics/c/6GasW0Hs"
,No Game No Life,,Lulu,,Yes,Lulu is Kawaiika+SallySubs,
,No-Rin,Nourin,KH,,Yes,KH is Beatrice+FFF/ChihiroDesuYo,
,Nobunagun,,,orz,No,,
,Non Non Biyori,,Kawaiika-raws,,No,,S1: https://slow.pics/c/OtCNA0o6
